Name,Ratings,Position,Version,PS,SKI,WF,WR,PAC,SHO,PAS,DRI,DEF,PHY,Body,Popularity,BS,IGS,Club,League,Country
Tolgay Arslan,75,CDM  CM,Normal  Controlled,350,3,4,H \ H,67,73,74,76,71,67,"180cm | 5'11""  Average (77kg)",4,428,2065,Udinese,Serie A TIM,Germany
Salman Al Faraj,75,"CM  CDM,CAM",Normal  Controlled,350,3,3,M \ M,57,66,78,75,67,69,"181cm | 5'11""  Lean (64kg)",0,412,2023,Al Hilal,MBS Pro League (SAU 1),Saudi Arabia
Júnior Caiçara,75,RB  RWB,Normal  Explosive,700,3,4,H \ M,80,58,72,75,70,67,"172cm | 5'8""  Lean (67kg)",-7,422,2025,Başakşehir,Süper Lig (TUR 1),Brazil
Andreas Luthe,75,GK,Normal  Controlled,350,1,3,M \ M,76,70,61,76,38,77,"195cm | 6'5""  High & Average (85kg)",8,398,796,Kaiserslautern,Bundesliga 2 (GER 2),Germany
Kike García,75,ST  CF,Normal  Lengthy,350,3,4,H \ M,57,76,64,73,44,73,"186cm | 6'1""  High & Average (79kg)",6,387,1853,CA Osasuna,LaLiga Santander,Spain
Escudero Palomo,75,"LB  LWB,LM",Normal  Controlled,350,3,2,M \ M,67,63,72,70,76,69,"176cm | 5'9""  Lean (72kg)",6,417,2019,R. Valladolid CF,LaLiga Santander,Spain
Leandro Cabrera,75,CB  LB,Normal  Lengthy,400,2,2,L \ H,58,46,57,56,75,83,"190cm | 6'3""  High & Average (82kg)",1,375,1763,RCD Espanyol,LaLiga Santander,Uruguay
Bram Nuytinck,75,CB,Normal  Lengthy,400,2,2,L \ H,63,40,53,58,79,71,"190cm | 6'3""  High & Average (82kg)",4,364,1701,Udinese,Serie A TIM,Netherlands
Jens Stryger Larsen,75,"RB  RWB,LWB",Normal  Controlled,350,3,3,H \ H,77,60,71,73,70,75,"180cm | 5'11""  Average (82kg)",0,426,1992,Trabzonspor,Süper Lig (TUR 1),Denmark
Heinz Lindner,75,GK,Normal  Controlled,350,1,3,M \ M,78,71,67,77,42,75,"188cm | 6'2""  High & Average (82kg)",2,410,837,FC Sion,Raiffeisen Super L. (SUI 1),Austria
Karl Darlow,75,GK,Normal  Controlled,450,1,2,M \ M,77,71,68,78,58,74,"190cm | 6'3""  High & Average (88kg)",3,426,950,Newcastle Utd,Premier League,England
Mattia Destro,75,ST  CF,Normal  Controlled,350,4,3,M \ L,69,77,60,73,29,61,"182cm | 6'0""  Average (80kg)",4,369,1792,Empoli,Serie A TIM,Italy
Filip Đuričić,75,CAM  LW,Normal  Controlled,350,4,4,H \ L,72,69,74,78,42,60,"176cm | 5'9""  Lean (69kg)",-2,395,1909,Sampdoria,Serie A TIM,Serbia
Pontus Jansson,75,CB,Normal  Controlled,400,2,3,M \ M,53,42,54,62,75,79,"194cm | 6'4""  High & Average (86kg)",10,365,1684,Brentford,Premier League,Sweden
Martín Montoya Torralbo,75,RB  RWB,Normal  Controlled,350,3,4,H \ M,72,60,70,72,71,69,"175cm | 5'9""  Lean (73kg)",1,414,2002,Real Betis,LaLiga Santander,Spain
Andriy Yarmolenko,75,"RM  RW,ST",Normal  Controlled,350,4,2,M \ L,58,79,77,77,42,67,"189cm | 6'2""  High & Average (76kg)",9,400,1954,Al Ain FC,United Emirates L. (UAE 1),Ukraine
Wahbi Khazri,75,CF  ST,Normal  Controlled,350,4,4,H \ H,69,78,75,76,42,69,"176cm | 5'9""  Stocky (82kg)",6,409,1983,Montpellier,Ligue 1,Tunisia
Borja González Tomás,75,ST  CF,Normal  Controlled,350,3,4,M \ M,49,77,63,66,37,79,"188cm | 6'2""  High & Average (82kg)",3,371,1801,R. Oviedo,LaLiga SmartBank (ESP 2),Spain
Florian Kainz,75,"LM  RM,LW",Normal  Explosive,550,4,5,H \ M,67,74,72,77,40,61,"176cm | 5'9""  Lean (71kg)",12,391,1907,1. FC Köln,Bundesliga,Austria
Tom Cairney,75,CM  CAM,Normal  Controlled,400,3,2,M \ L,58,73,77,76,62,64,"186cm | 6'1""  High & Average (84kg)",2,410,1987,Fulham,Premier League,Scotland
Joel Robles Blázquez,75,GK,Normal  Controlled,350,1,2,M \ M,76,73,72,77,52,73,"195cm | 6'5""  High & Average (90kg)",1,423,853,Leeds United,Premier League,Spain
José Pedro Fuenzalida,75,"RW  RB,RM",Libertadores  Controlled,600,3,4,H \ H,80,65,72,78,66,70,"170cm | 5'7""  Short & Lean- (66kg)",2,431,2049,Uni. Católica,CONMEBOL Libertadores,Chile
Pabón,75,RM  RW,Normal  Controlled,350,3,4,H \ H,82,77,73,73,38,69,"170cm | 5'7""  Short & Lean- (74kg)",-1,412,1988,Atl. Nacional,Liga Dimayor II,Colombia
Marvin Ducksch,75,ST  CF,Normal  Controlled,350,3,3,H \ M,70,76,67,69,34,69,"188cm | 6'2""  High & Average+ (79kg)",17,385,1874,Werder Bremen,Bundesliga,Germany
Daniel Caligiuri,75,"RM  RWB,CM,RW",Normal  Controlled,600,3,4,M \ H,71,71,75,73,70,76,"182cm | 6'0""  Average (80kg)",10,436,2120,FC Augsburg,Bundesliga,Italy
Jordan Ayew,75,"RW  RM,ST",Normal  Controlled,350,4,3,M \ H,74,73,69,77,55,73,"182cm | 6'0""  Average (81kg)",5,421,2015,Crystal Palace,Premier League,Ghana
Jonas Martin,75,CM  CDM,Normal  Controlled,350,3,4,M \ M,58,67,76,75,71,73,"184cm | 6'0""  Average (76kg)",0,420,2044,LOSC,Ligue 1,France
Samuel Sáiz Alonso,75,"ST  RM,LM,CF",Normal  Controlled,600,4,3,H \ M,79,75,74,77,31,70,"174cm | 5'9""  Average (68kg)",6,406,1953,Girona FC,LaLiga Santander,Spain
Sergio Araujo,75,ST  CF,Normal  Controlled,600,3,5,M \ L,73,77,64,74,32,68,"180cm | 5'11""  Average (76kg)",6,388,1875,AEK Athens,Hellas Liga (GRE 1),Argentina
Stefan Bell,75,CB,Normal  Controlled,450,2,2,L \ M,45,38,54,49,78,75,"192cm | 6'4""  High & Average (88kg)",4,339,1592,1. FSV Mainz 05,Bundesliga,Germany
Martín Silva,75,GK,Libertadores  Controlled,600,1,2,M \ M,78,73,72,81,31,73,"187cm | 6'2""  High & Average (88kg)",4,408,808,Libertad,CONMEBOL Libertadores,Uruguay
Manolo Gabbiadini,75,ST  CF,Normal  Controlled,350,3,3,M \ L,65,79,71,76,26,62,"186cm | 6'1""  High & Average (75kg)",4,379,1856,Sampdoria,Serie A TIM,Italy
Vincent Aboubakar,75,ST  CF,Normal  Lengthy,350,4,4,H \ M,73,74,71,75,36,81,"184cm | 6'0""  Stocky (82kg)",5,410,1966,Al Nassr,MBS Pro League (SAU 1),Cameroon
Anthony Losilla,75,"CDM  CB,CM",Normal  Controlled,350,3,3,H \ H,52,57,67,71,72,76,"185cm | 6'1""  High & Average+ (78kg)",2,395,1906,VfL Bochum,Bundesliga,France
Michael Gregoritsch,75,"ST  CAM,CF",Normal  Controlled,500,4,3,M \ L,58,75,72,71,41,73,"193cm | 6'4""  High & Average (91kg)",5,390,1876,SC Freiburg,Bundesliga,Austria
Connor Goldson,75,CB,Normal  Lengthy,350,2,2,M \ M,69,50,62,65,74,82,"191cm | 6'3""  High & Average (85kg)",4,402,1836,Rangers,Scottish Premiership (SPFL),England
Anders Christiansen,75,CM  CAM,Normal  Explosive,600,4,3,M \ M,75,73,73,77,65,73,"175cm | 5'9""  Lean (68kg)",6,436,2116,Malmö FF,Allsvenskan (SWE 1),Denmark
Nicolas Höfler,75,CDM  CM,Normal  Controlled,350,2,3,M \ M,62,47,66,68,74,74,"181cm | 5'11""  Average (79kg)",2,391,1873,SC Freiburg,Bundesliga,Germany
Timo Horn,75,GK,Normal  Controlled,350,1,1,M \ M,75,75,58,78,47,69,"192cm | 6'4""  High & Average (90kg)",5,402,875,1. FC Köln,Bundesliga,Germany
John Lundstram,75,CM,Normal  Controlled,350,3,5,M \ M,63,70,73,71,72,77,"181cm | 5'11""  Average (74kg)",7,426,2032,Rangers,Scottish Premiership (SPFL),England
Cédric,75,RB  RWB,Normal  Explosive,350,3,4,H \ M,71,61,70,75,73,64,"172cm | 5'8""  Average (67kg)",4,414,2002,Arsenal,Premier League,Portugal
Frederik Rønnow,75,GK,Normal  Controlled,350,1,2,M \ M,77,71,68,78,47,73,"188cm | 6'2""  High & Average+ (81kg)",5,414,790,Union Berlin,Bundesliga,Denmark
Jeison Murillo,75,CB,Normal  Controlled,350,2,3,M \ H,71,40,62,63,74,77,"184cm | 6'0""  Average (78kg)",5,387,1823,Sampdoria,Serie A TIM,Colombia
Darlington Nagbe,75,CM  CDM,Normal  Controlled,400,3,2,M \ H,78,65,72,79,64,72,"175cm | 5'9""  Average (77kg)",2,430,2047,Columbus Crew SC,Major League Soccer,United States
Jeffrey Gouweleeuw,75,CB,Normal  Controlled,400,2,2,H \ M,69,58,66,64,77,74,"188cm | 6'2""  High & Average (83kg)",8,408,1936,FC Augsburg,Bundesliga,Netherlands
Jannik Vestergaard,75,CB,Normal  Controlled,400,2,4,M \ M,32,48,61,49,75,77,"199cm | 6'6""  High & Average+ (96kg)",-5,342,1671,Leicester City,Premier League,Denmark
Diego Chará,75,CDM  CM,Normal  Controlled,350,3,4,H \ H,76,60,65,71,71,80,"172cm | 5'8""  Average (68kg)",-2,423,2007,Portland Timbers,Major League Soccer,Colombia
Leonardo Bittencourt,75,CAM,Normal  Explosive,350,3,4,M \ M,66,69,72,82,58,60,"170cm | 5'7""  Short & Lean (62kg)",9,407,2007,Werder Bremen,Bundesliga,Germany
Dimitri Foulquier,75,"RB  RWB,CB",Normal  Controlled,350,3,3,H \ M,76,63,68,71,72,77,"183cm | 6'0""  Lean (78kg)",7,427,1972,Valencia CF,LaLiga Santander,France
Jamaal Lascelles,75,CB,Normal  Controlled,450,2,3,L \ M,41,35,49,53,75,75,"188cm | 6'2""  High & Stocky (83kg)",-2,328,1543,Newcastle Utd,Premier League,England
Stuart Dallas,75,"CM  LB,CDM",Normal  Controlled,400,3,4,H \ H,70,70,71,74,73,76,"180cm | 5'11""  Lean (79kg)",7,434,2022,Leeds United,Premier League,Northern Ireland
Iván Balliu,75,RB  RWB,Normal  Explosive,350,3,3,H \ M,81,51,68,72,70,70,"174cm | 5'9""  Average (65kg)",6,412,1940,Rayo Vallecano,LaLiga Santander,Albania
Gabriel Hauche,75,"RW  RM,LW",Sudamericana  Controlled,350,4,3,H \ M,82,71,70,76,43,72,"168cm | 5'6""  Short & Lean- (71kg)",-6,414,1970,Racing Club,CONMEBOL Sudamericana,Argentina
Ole Kristian Selnæs,75,CM  CDM,Normal  Controlled,350,3,3,H \ M,68,68,74,74,69,79,"187cm | 6'2""  High & Average+ (77kg)",9,432,2099,FC Zürich,Raiffeisen Super L. (SUI 1),Norway
Fayçal Fajr,75,"CM  CDM,CAM",Normal  Controlled,350,3,4,H \ M,59,73,78,76,65,68,"180cm | 5'11""  Lean (70kg)",4,419,2016,Al-Wehda FC,MBS Pro League (SAU 1),Morocco
Sebastián Rodríguez,75,CDM  CM,Libertadores  Controlled,600,2,3,M \ M,66,67,73,72,70,70,"181cm | 5'11""  Average (75kg)",7,418,1976,CS Emelec,CONMEBOL Libertadores,Uruguay
Fernando Martínez Rubio,75,GK,Normal  Controlled,350,1,2,M \ M,75,73,70,76,48,74,"185cm | 6'1""  High & Average (85kg)",3,416,931,UD Almería,LaLiga Santander,Spain
Ryan Fredericks,75,RB  RWB,Normal  Controlled,350,3,3,H \ M,91,51,66,73,69,67,"181cm | 5'11""  Average (74kg)",30,417,1918,AFC Bournemouth,Premier League,England
Sebastián Sosa,75,GK,Sudamericana  Controlled,350,1,3,M \ M,74,69,70,78,51,78,"179cm | 5'10""  Stocky (79kg)",-2,420,973,Independiente,CONMEBOL Sudamericana,Uruguay
Niclas Füllkrug,75,ST  CF,Normal  Lengthy,350,3,4,H \ M,61,76,62,70,36,74,"189cm | 6'2""  High & Average (83kg)",63,379,1833,Werder Bremen,Bundesliga,Germany
Anthony Lozano,75,"ST  LM,CF",Normal  Controlled,350,3,3,M \ L,79,75,66,71,37,74,"185cm | 6'1""  High & Average (74kg)",8,402,1878,Cádiz CF,LaLiga Santander,Honduras
João Paulo Mior,75,CM  CDM,Normal  Controlled,700,3,3,M \ H,72,69,77,75,69,70,"171cm | 5'7""  Average (71kg)",6,432,2044,Seattle Sounders,Major League Soccer,Brazil
Jed Wallace,75,CAM  RW,Normal  Explosive,400,4,4,H \ M,77,72,74,75,45,67,"178cm | 5'10""  Average (70kg)",11,410,1954,West Brom,EFL Championship (ENG 2),England
Calum Chambers,75,"CB  RB,CDM",Normal  Lengthy,400,2,3,L \ H,65,56,69,68,76,73,"182cm | 6'0""  Average (77kg)",4,407,1920,Aston Villa,Premier League,England
Harrison Reed,75,CDM  CM,Normal  Controlled,350,3,3,M \ H,69,57,72,70,72,74,"175cm | 5'9""  Average (72kg)",2,414,1967,Fulham,Premier League,England
Yvon Mvogo,75,GK,Normal  Controlled,350,1,3,M \ M,75,72,75,76,42,73,"189cm | 6'2""  High & Stocky (93kg)",4,413,933,FC Lorient,Ligue 1,Switzerland
Sam Johnstone,75,GK,Normal  Controlled,350,1,3,M \ M,77,72,68,77,42,74,"193cm | 6'4""  High & Average (85kg)",4,410,895,Crystal Palace,Premier League,England
Patricio Gabarrón Gil,75,CB  RB,Normal  Controlled,400,2,3,M \ H,69,53,68,70,76,71,"184cm | 6'0""  Lean (72kg)",5,407,1900,SS Lazio,Serie A TIM,Spain
Taxiarchis Fountas,75,"CF  CAM,ST",Normal  Explosive,600,3,3,M \ M,88,75,66,76,47,65,"170cm | 5'7""  Short & Lean- (65kg)",4,417,2023,D.C. United,Major League Soccer,Greece
Will Hughes,75,CM  CDM,Normal  Controlled,400,4,3,M \ M,48,64,77,76,68,63,"185cm | 6'1""  High & Average+ (74kg)",2,396,1942,Crystal Palace,Premier League,England
Solly March,75,"LWB  LB,RM",Normal  Controlled,350,3,2,H \ H,73,67,74,77,67,62,"180cm | 5'11""  Lean (77kg)",5,420,1988,Brighton,Premier League,England
Pablo Marí Villar,75,CB,Normal  Controlled,450,2,3,M \ M,53,40,51,50,76,76,"193cm | 6'4""  High & Average (87kg)",0,346,1592,AC Monza,Serie A TIM,Spain
Robin Olsen,75,GK,Normal  Controlled,350,1,2,M \ M,76,74,78,75,35,75,"196cm | 6'5""  High & Average (86kg)",2,413,877,Aston Villa,Premier League,Sweden
Sead Kolašinac,75,"LB  CB,LWB",Normal  Lengthy,350,2,2,H \ M,73,62,68,70,71,85,"183cm | 6'0""  Stocky (85kg)",4,429,1968,OM,Ligue 1,Bosnia and Herzegovina
Danny Ward,75,GK,Normal  Controlled,350,1,3,M \ M,75,73,67,76,45,74,"191cm | 6'3""  High & Average (88kg)",-15,410,878,Leicester City,Premier League,Wales
Lucas Torró Marset,75,CDM  CM,Normal  Controlled,350,2,3,M \ M,35,63,66,66,74,75,"190cm | 6'3""  High & Average+ (77kg)",-2,379,1859,CA Osasuna,LaLiga Santander,Spain
Michael Frey,75,ST  CF,Normal  Lengthy,350,3,4,H \ H,61,77,63,65,42,88,"188cm | 6'2""  High & Stocky (92kg)",1,396,1853,Royal Antwerp FC,1A Pro League (BEL 1),Switzerland
Munas Dabbur,75,ST  CF,Normal  Controlled,450,4,4,M \ M,57,74,65,77,32,68,"183cm | 6'0""  Average (78kg)",-16,373,1866,TSG Hoffenheim,Bundesliga,Israel
Thomas Foket,75,RB  RWB,Normal  Controlled,350,3,3,M \ M,72,57,69,71,71,76,"177cm | 5'10""  Lean (67kg)",4,416,1988,Stade de Reims,Ligue 1,Belgium
Alfred Duncan,75,CM,Normal  Controlled,600,3,3,M \ H,73,64,72,74,74,81,"178cm | 5'10""  Average (78kg)",3,438,2078,Fiorentina,Serie A TIM,Ghana
Omar Mascarell González,75,CDM  CM,Normal  Controlled,350,3,5,L \ M,57,60,69,72,72,71,"181cm | 5'11""  Lean (76kg)",-2,401,1955,Elche CF,LaLiga Santander,Spain
Ryan Gauld,75,"CAM  LM,CF",Normal  Explosive,350,4,3,H \ H,80,65,75,81,52,51,"169cm | 5'7""  Short & Lean (62kg)",4,404,2000,Whitecaps FC,Major League Soccer,Scotland
Kévin Manuel Rodrigues,75,"LB  LWB,LM",Normal  Controlled,350,3,3,M \ M,73,61,75,74,71,58,"170cm | 5'7""  Short & Lean- (70kg)",1,412,1937,Adana Demirspor,Süper Lig (TUR 1),Portugal
Sam Larsson,75,"LM  ST,LW",Normal  Explosive,350,4,2,M \ L,76,72,73,80,38,59,"180cm | 5'11""  Average (70kg)",2,398,1891,Antalyaspor,Süper Lig (TUR 1),Sweden
Craig Goodwin,75,"LM  RM,LW",Normal  Controlled,350,3,3,H \ M,84,70,69,74,58,75,"180cm | 5'11""  Lean (72kg)",19,430,2040,Adelaide United,A-League (AUS 1),Australia
Bruno da Silva Peres,75,"RB  RWB,LB",Normal  Controlled,800,3,2,H \ M,82,63,68,75,69,71,"178cm | 5'10""  Average (72kg)",1,428,2038,Trabzonspor,Süper Lig (TUR 1),Brazil
Romell Quioto,75,ST  CF,Normal  Controlled,350,3,4,H \ L,85,73,69,71,22,81,"178cm | 5'10""  Average (69kg)",5,401,1883,Impact Montréal,Major League Soccer,Honduras
Alberto Brignoli,75,GK,Normal  Controlled,350,1,3,M \ M,74,73,75,77,32,75,"187cm | 6'2""  High & Average+ (74kg)",14,406,868,Panathinaikos,Hellas Liga (GRE 1),Italy
Samuel Castillejo Azuaga,75,"RM  LM,RW",Normal  Controlled,400,4,2,H \ M,79,67,72,80,43,52,"182cm | 6'0""  Lean (67kg)",5,393,1883,Valencia CF,LaLiga Santander,Spain
Elseid Hysaj,75,"LB  RB,LWB",Normal  Controlled,350,3,3,M \ M,75,51,65,72,72,72,"182cm | 6'0""  Average (70kg)",3,407,1888,SS Lazio,Serie A TIM,Albania
Federico Ceccherini,75,CB,Normal  Controlled,450,2,4,M \ M,64,48,58,63,76,73,"187cm | 6'2""  High & Average (75kg)",3,382,1771,Hellas Verona,Serie A TIM,Italy
Hyeon Soo Jang,75,CB,Normal  Lengthy,350,2,3,M \ H,64,32,59,63,76,76,"183cm | 6'0""  Average (83kg)",5,370,1703,Al Hilal,MBS Pro League (SAU 1),Korea Republic
Valentino Lazaro,75,"RWB  RB,RM",Normal  Controlled,350,4,3,M \ M,78,69,74,76,69,66,"180cm | 5'11""  Lean (75kg)",4,432,2062,Torino,Serie A TIM,Austria
John Swift,75,CAM  CM,Normal  Controlled,350,4,2,M \ L,64,74,75,78,58,58,"182cm | 6'0""  Lean (73kg)",5,407,1970,West Brom,EFL Championship (ENG 2),England
Kevin Akpoguma,75,CB  RWB,Normal  Lengthy,600,3,4,M \ M,77,48,59,70,76,73,"192cm | 6'4""  High & Average (85kg)",7,403,1785,TSG Hoffenheim,Bundesliga,Nigeria
Jamie Maclaren,75,ST  CF,Normal  Controlled,350,3,5,H \ M,81,75,64,73,39,76,"179cm | 5'10""  Average (76kg)",4,408,1978,Melbourne City,A-League (AUS 1),Australia
Arthur Masuaku,75,LB  LWB,Normal  Controlled,350,4,2,H \ M,77,61,71,79,69,68,"179cm | 5'10""  Average (70kg)",4,425,2008,Beşiktaş,Süper Lig (TUR 1),Congo DR
Rony Lopes,75,"RW  RM,LW",Normal  Explosive,350,4,3,M \ L,77,72,74,78,30,59,"174cm | 5'9""  Stocky (68kg)",2,390,1853,Troyes,Ligue 1,Portugal
Óscar Duarte,75,CB,Normal  Controlled,400,2,3,M \ M,43,47,54,54,76,76,"186cm | 6'1""  High & Stocky (88kg)",0,350,1641,Al-Wehda FC,MBS Pro League (SAU 1),Costa Rica
Mario Lemina,75,CM  CDM,Normal  Controlled,350,3,4,M \ M,68,67,74,76,74,75,"184cm | 6'0""  Average (85kg)",4,434,2071,OGC Nice,Ligue 1,Gabon
Jimmy Cabot,75,"RM  RWB,RW",Normal  Explosive,550,3,3,H \ M,88,67,65,78,52,61,"164cm | 5'5""  Short & Lean- (64kg)",12,411,1900,RC Lens,Ligue 1,France
Niklas Stark,75,CB  CDM,Normal  Controlled,600,2,3,M \ M,75,50,63,67,76,75,"190cm | 6'3""  High & Average (88kg)",11,406,1857,Werder Bremen,Bundesliga,Germany
Laurent Abergel,75,CDM  CM,Normal  Controlled,350,3,3,M \ H,69,49,68,72,71,75,"170cm | 5'7""  Short & Lean- (65kg)",3,404,1890,FC Lorient,Ligue 1,France
Paweł Dawidowicz,75,CB,Normal  Lengthy,350,2,4,M \ M,62,48,63,65,76,77,"189cm | 6'2""  High & Average+ (80kg)",4,391,1817,Hellas Verona,Serie A TIM,Poland
Glen Kamara,75,CM,Normal  Controlled,600,3,4,M \ H,76,60,71,76,72,76,"183cm | 6'0""  Lean (73kg)",13,431,2010,Rangers,Scottish Premiership (SPFL),Finland
Alex Iwobi,75,"RM  RWB,LM,RW",Normal  Controlled,600,4,3,H \ M,74,64,72,78,38,65,"185cm | 6'1""  High & Average (75kg)",9,391,1812,Everton,Premier League,Nigeria
Éder Balanta,75,CDM  CM,Normal  Lengthy,350,2,2,M \ H,64,43,62,69,76,84,"181cm | 5'11""  Stocky (84kg)",1,398,1844,Club Brugge,1A Pro League (BEL 1),Colombia
Fábio Cardoso,75,CB,Normal  Lengthy,350,2,2,M \ H,61,32,52,64,76,80,"187cm | 6'2""  High & Average (81kg)",3,365,1676,FC Porto,Liga NOS (POR 1),Portugal
Jefferson Lerma,75,CDM  CM,Normal  Controlled,350,3,4,M \ M,70,64,69,72,72,81,"179cm | 5'10""  Average (70kg)",10,428,2051,AFC Bournemouth,Premier League,Colombia
Yimmi Chará,75,"CAM  RM,LM",Normal  Explosive,600,4,4,H \ M,91,69,67,78,52,71,"165cm | 5'5""  Short and Balanced (68kg)",9,428,2001,Portland Timbers,Major League Soccer,Colombia
Cueva,75,"LW  CM,LM,CAM",Normal  Explosive,350,3,4,M \ M,75,69,72,78,41,60,"168cm | 5'6""  Short & Lean- (61kg)",8,395,1918,Al Fateh,MBS Pro League (SAU 1),Peru
Francisco Pizzini,75,"RM  LM,RW",Libertadores  Controlled,600,4,3,H \ M,80,69,72,78,40,66,"178cm | 5'10""  Average (75kg)",2,405,1905,Talleres,CONMEBOL Libertadores,Argentina
Leonel Miranda,75,CM  CDM,Sudamericana  Explosive,350,3,3,M \ H,76,67,75,76,67,69,"173cm | 5'8""  Average (70kg)",2,430,2062,Racing Club,CONMEBOL Sudamericana,Argentina
Brahian Alemán,75,"CM  RM,CAM",Normal  Controlled,350,3,3,H \ M,72,75,76,74,67,72,"178cm | 5'10""  Average (79kg)",2,436,2097,Gimnasia,Primera División (ARG 1),Uruguay
Javier Burrai,75,GK,Sudamericana  Controlled,350,1,2,M \ M,76,72,70,75,44,74,"189cm | 6'2""  High & Average (82kg)",4,411,928,Barcelona SC,CONMEBOL Sudamericana,Argentina
Lorenzo Faravelli,75,"CM  CDM,CAM",Libertadores  Explosive,600,3,3,M \ M,82,75,73,74,69,65,"171cm | 5'7""  Lean (70kg)",6,438,2075,Independiente,CONMEBOL Libertadores,Argentina
Lautaro Giannetti,75,CB,Libertadores  Lengthy,600,2,4,M \ H,71,34,54,55,77,78,"184cm | 6'0""  Average (79kg)",1,369,1662,Vélez Sarsfield,CONMEBOL Libertadores,Argentina
Fernando Zuqui,75,"CM  CDM,CAM",Libertadores  Controlled,600,3,3,M \ M,73,63,76,74,69,73,"173cm | 5'8""  Average (66kg)",2,428,2036,Estudiantes,CONMEBOL Libertadores,Argentina
Lucas Janson,75,"LW  LM,ST",Libertadores  Explosive,600,4,3,H \ M,84,72,66,79,36,63,"171cm | 5'7""  Average (67kg)",2,400,1922,Vélez Sarsfield,CONMEBOL Libertadores,Argentina
Cristian Lema,75,CB,Normal  Controlled,1K,2,2,L \ H,35,53,56,41,76,82,"192cm | 6'4""  High & Average (93kg)",-2,343,1693,Newell's,Primera División (ARG 1),Argentina
Brendan Chardonnet,75,CB,Normal  Controlled,400,2,3,M \ H,54,45,54,60,75,76,"181cm | 5'11""  Average (74kg)",2,364,1742,Stade Brestois 29,Ligue 1,France
Bartłomiej Drągowski,75,GK,Normal  Controlled,350,1,2,M \ M,78,72,70,76,44,73,"188cm | 6'2""  High & Average (74kg)",8,413,913,La Spezia,Serie A TIM,Poland
Marco Sportiello,75,GK,Normal  Controlled,350,1,2,M \ M,74,74,68,75,44,75,"192cm | 6'4""  High & Average (87kg)",-1,410,956,Atalanta BC,Serie A TIM,Italy
Daniel García Carrillo,75,CM,Normal  Controlled,350,3,3,L \ H,37,63,70,70,74,81,"180cm | 5'11""  Average (81kg)",2,395,1944,Athletic Club,LaLiga Santander,Spain
Wendell,75,LB  LWB,Normal  Controlled,350,4,2,M \ M,79,54,70,76,69,70,"176cm | 5'9""  Average (70kg)",4,418,1988,FC Porto,Liga NOS (POR 1),Brazil
Carlos Akapo Martínez,75,"RB  RWB,LB",Normal  Controlled,400,2,3,H \ M,83,52,60,69,73,75,"179cm | 5'10""  Average (70kg)",1,412,1916,SJ Earthquakes,Major League Soccer,Equatorial Guinea
Deon Hotto,75,"LW  LM,RW,ST",Normal  Explosive,350,3,4,M \ L,81,75,75,74,29,61,"170cm | 5'7""  Short & Lean- (65kg)",6,395,1900,Orlando Pirates,South African FL (RSA 1),Namibia
Zainadine,75,CB,Normal  Controlled,350,2,3,M \ H,74,46,57,63,76,77,"178cm | 5'10""  Average (70kg)",6,393,1896,Marítimo,Liga NOS (POR 1),Mozambique
Julien De Sart,75,CM  CDM,Normal  Controlled,350,3,3,M \ M,47,72,76,70,72,71,"187cm | 6'2""  High & Average+ (73kg)",-5,408,2028,KAA Gent,1A Pro League (BEL 1),Belgium
Islam Slimani,75,ST  CF,Normal  Controlled,350,2,3,H \ H,44,76,72,69,47,80,"188cm | 6'2""  High & Average (83kg)",7,388,1931,Stade Brestois 29,Ligue 1,Algeria
Martin Valjent,75,CB,Normal  Controlled,350,2,2,M \ M,64,36,58,64,75,83,"187cm | 6'2""  High & Average (83kg)",4,380,1771,RCD Mallorca,LaLiga Santander,Slovakia
Carlos Júnior,75,"RW  RM,ST",Normal  Controlled,350,3,3,M \ M,81,75,65,78,44,69,"176cm | 5'9""  Average (75kg)",5,412,1919,Al Shabab,MBS Pro League (SAU 1),Brazil
Georges-Kévin Nkoudou,75,LM  LW,Normal  Explosive,600,3,4,H \ L,93,67,68,79,34,58,"172cm | 5'8""  Lean (75kg)",16,399,1864,Beşiktaş,Süper Lig (TUR 1),France
Tiemoué Bakayoko,75,CDM  CM,Normal  Lengthy,350,3,3,M \ M,61,48,65,71,75,83,"189cm | 6'2""  High & Average (85kg)",-2,403,1874,Milan,Serie A TIM,France
Antonio Sanabria,75,ST  CF,Normal  Controlled,350,4,4,H \ M,74,73,70,76,32,63,"181cm | 5'11""  Average (73kg)",5,388,1872,Torino,Serie A TIM,Paraguay
Embarba,75,"RM  LM,RW,ST",Normal  Controlled,350,4,4,H \ M,77,74,74,75,43,69,"173cm | 5'8""  Average (68kg)",5,412,1983,UD Almería,LaLiga Santander,Spain
Enner Valencia,75,"ST  CF,RW,LW",Normal  Controlled,600,4,3,H \ H,87,74,67,74,47,78,"177cm | 5'10""  Average (74kg)",44,427,2020,Fenerbahçe,Süper Lig (TUR 1),Ecuador
Hassane Kamara,75,"LB  LWB,LM",Normal  Controlled,350,3,3,H \ M,84,59,68,75,70,75,"168cm | 5'6""  Short & Lean- (67kg)",6,431,2001,Watford,EFL Championship (ENG 2),Côte d'Ivoire
Mattia Caldara,75,CB,Normal  Controlled,450,2,3,M \ H,58,34,46,63,77,75,"187cm | 6'2""  High & Average (80kg)",-1,353,1630,La Spezia,Serie A TIM,Italy
